ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1753	"ENSMUSG00000019082.18"	"Slc25a22"	chr7	-	141434155	141434329	141434155	141434223	141434300	141434329
1754	"ENSMUSG00000041939.14"	"Mvk"	chr5	+	114445387	114446306	114445387	114445479	114446158	114446306
1755	"ENSMUSG00000024301.10"	"Kifc5b"	chr17	+	26922675	26923302	26922675	26922723	26922904	26923302
1756	"ENSMUSG00000031659.13"	"Adcy7"	chr8	+	88327671	88329961	88327671	88327773	88329649	88329961
1757	"ENSMUSG00000036810.16"	"Cnep1r1"	chr8	+	88129694	88130401	88129694	88129804	88130340	88130401
1758	"ENSMUSG00000036810.16"	"Cnep1r1"	chr8	+	88129694	88130401	88129694	88129804	88130346	88130401
1759	"ENSMUSG00000027933.11"	"Ints3"	chr3	-	90392527	90392891	90392527	90392600	90392790	90392891
1760	"ENSMUSG00000097248.9"	"Gm2694"	chr8	+	87524295	87525552	87524295	87524427	87525414	87525552
1761	"ENSMUSG00000031652.11"	"N4bp1"	chr8	-	86846814	86848554	86846814	86846922	86848446	86848554
1762	"ENSMUSG00000019647.16"	"Sema6a"	chr18	-	47281794	47281971	47281794	47281823	47281901	47281971
1763	"ENSMUSG00000022102.13"	"Dok2"	chr14	+	70771544	70771747	70771544	70771573	70771670	70771747
1764	"ENSMUSG00000036872.16"	"Abcc12"	chr8	-	86534522	86534763	86534522	86534591	86534687	86534763
1765	"ENSMUSG00000008167.14"	"Fbxw9"	chr8	+	85064383	85064672	85064383	85064496	85064580	85064672
1766	"ENSMUSG00000052566.8"	"Hook2"	chr8	+	84995735	84995937	84995735	84995766	84995838	84995937
1767	"ENSMUSG00000050134.7"	"Olfr430"	chr1	+	174068422	174072273	174068422	174068513	174069293	174072273
1768	"ENSMUSG00000052926.16"	"Rnaseh2a"	chr8	-	84957666	84958089	84957666	84957853	84957965	84958089
1769	"ENSMUSG00000052926.16"	"Rnaseh2a"	chr8	-	84957666	84958089	84957666	84957864	84957965	84958089
1770	"ENSMUSG00000052926.16"	"Rnaseh2a"	chr8	-	84965130	84965443	84965130	84965218	84965316	84965443
1771	"ENSMUSG00000052926.16"	"Rnaseh2a"	chr8	-	84965859	84966287	84965859	84965993	84966085	84966287
1772	"ENSMUSG00000048617.16"	"Rtbdn"	chr8	+	84949881	84950676	84949881	84949956	84950501	84950676
1773	"ENSMUSG00000053693.16"	"Mast1"	chr8	-	84916552	84917974	84916552	84916759	84917726	84917974
1774	"ENSMUSG00000053693.16"	"Mast1"	chr8	-	84920796	84921232	84920796	84920962	84921099	84921232
1775	"ENSMUSG00000053693.16"	"Mast1"	chr8	-	84923728	84924113	84923728	84923939	84924027	84924113
1776	"ENSMUSG00000053693.16"	"Mast1"	chr8	-	84925274	84925541	84925274	84925342	84925408	84925541
1777	"ENSMUSG00000025722.16"	"Wdr73"	chr7	-	80890723	80893341	80890723	80891909	80892975	80893341
1778	"ENSMUSG00000025722.16"	"Wdr73"	chr7	-	80900643	80901232	80900643	80900711	80901184	80901232
1779	"ENSMUSG00000001909.16"	"Trmt1"	chr8	+	84690516	84690947	84690516	84690572	84690772	84690947
1780	"ENSMUSG00000001909.16"	"Trmt1"	chr8	+	84690516	84690947	84690516	84690572	84690784	84690947
1781	"ENSMUSG00000001909.16"	"Trmt1"	chr8	+	84690516	84690947	84690516	84690572	84690801	84690947
1782	"ENSMUSG00000001909.16"	"Trmt1"	chr8	+	84690516	84690947	84690516	84690572	84690810	84690947
1783	"ENSMUSG00000001909.16"	"Trmt1"	chr8	+	84695427	84696975	84695427	84695540	84696826	84696975
1784	"ENSMUSG00000001909.16"	"Trmt1"	chr8	+	84697114	84697348	84697114	84697201	84697268	84697348
1785	"ENSMUSG00000001909.16"	"Trmt1"	chr8	+	84699340	84699786	84699340	84699470	84699602	84699786
1786	"ENSMUSG00000047986.12"	"Palm3"	chr8	+	84026999	84028171	84026999	84027084	84028125	84028171
1787	"ENSMUSG00000037012.18"	"Hk1"	chr10	-	62374703	62375100	62374703	62374806	62374948	62375100
1788	"ENSMUSG00000040111.17"	"Gramd1b"	chr9	-	40293232	40298079	40293232	40294427	40297985	40298079
1789	"ENSMUSG00000028539.14"	"Artn"	chr4	-	117927623	117928142	117927623	117927761	117928019	117928142
1790	"ENSMUSG00000041936.18"	"Agrn"	chr4	-	156167776	156168569	156167776	156167809	156168545	156168569
1791	"ENSMUSG00000041936.18"	"Agrn"	chr4	-	156173002	156173680	156173002	156173130	156173542	156173680
1792	"ENSMUSG00000029177.9"	"Cenpa"	chr5	+	30672981	30673443	30672981	30673059	30673266	30673443
1793	"ENSMUSG00000029177.9"	"Cenpa"	chr5	+	30672981	30673443	30672981	30673059	30673292	30673443
1794	"ENSMUSG00000052609.9"	"Plekhg3"	chr12	+	76572394	76573360	76572394	76572658	76573246	76573360
1795	"ENSMUSG00000052609.9"	"Plekhg3"	chr12	+	76572394	76573360	76572394	76572745	76573246	76573360
1796	"ENSMUSG00000053286.11"	"Trmt1l"	chr1	+	151433793	151436707	151433793	151433904	151435727	151436707
1797	"ENSMUSG00000003039.9"	"Fam32a"	chr8	+	72219940	72221981	72219940	72220082	72221927	72221981
1798	"ENSMUSG00000090112.8"	"Shprh"	chr10	+	11207096	11209552	11207096	11207275	11207821	11209552
1799	"ENSMUSG00000070000.13"	"Fcho1"	chr8	-	71708925	71709385	71708925	71709090	71709329	71709385
1800	"ENSMUSG00000070000.13"	"Fcho1"	chr8	-	71717141	71717510	71717141	71717283	71717435	71717510
1801	"ENSMUSG00000031808.7"	"Slc27a1"	chr8	+	71579403	71580068	71579403	71579798	71579906	71580068
1802	"ENSMUSG00000074247.10"	"Dda1"	chr8	+	71472036	71472246	71472036	71472117	71472194	71472246
1803	"ENSMUSG00000004677.17"	"Myo9b"	chr8	+	71348330	71349194	71348330	71348901	71348934	71349194
1804	"ENSMUSG00000045128.9"	"Rpl18a"	chr8	-	70895378	70895709	70895378	70895507	70895599	70895709
1805	"ENSMUSG00000045128.9"	"Rpl18a"	chr8	-	70895599	70896045	70895599	70895709	70895915	70896045
1806	"ENSMUSG00000020697.16"	"Lig3"	chr11	+	82795364	82795786	82795364	82795452	82795708	82795786
1807	"ENSMUSG00000020697.16"	"Lig3"	chr11	+	82801280	82804274	82801280	82801422	82803998	82804274
1808	"ENSMUSG00000031838.8"	"Ifi30"	chr8	-	70764718	70764794	70764718	70764763	70764764	70764794
1809	"ENSMUSG00000037339.17"	"Fam53a"	chr5	-	33600355	33608227	33600355	33600880	33607463	33608227
1810	"ENSMUSG00000030270.11"	"Cpne9"	chr6	+	113292521	113293064	113292521	113292575	113293002	113293064
1811	"ENSMUSG00000030270.11"	"Cpne9"	chr6	+	113292521	113293755	113292521	113293064	113293708	113293755
1812	"ENSMUSG00000031842.15"	"Pde4c"	chr8	+	70748367	70749033	70748367	70748522	70748910	70749033
1813	"ENSMUSG00000019139.10"	"Isyna1"	chr8	+	70594480	70594748	70594480	70594543	70594619	70594748
1814	"ENSMUSG00000019139.10"	"Isyna1"	chr8	+	70594619	70594984	70594619	70594748	70594822	70594984
1815	"ENSMUSG00000019139.10"	"Isyna1"	chr8	+	70595138	70595554	70595138	70595271	70595360	70595554
1816	"ENSMUSG00000095567.8"	"Noc2l"	chr4	+	156237342	156237728	156237342	156237517	156237599	156237728
1817	"ENSMUSG00000095567.8"	"Noc2l"	chr4	+	156242565	156243623	156242565	156242677	156243509	156243623
1818	"ENSMUSG00000003575.13"	"Crtc1"	chr8	-	70391860	70392163	70391860	70391911	70392019	70392163
1819	"ENSMUSG00000003575.13"	"Crtc1"	chr8	-	70392921	70397954	70392921	70393055	70397745	70397954
1820	"ENSMUSG00000022160.18"	"Mettl3"	chr14	-	52299700	52300105	52299700	52299819	52300033	52300105
1821	"ENSMUSG00000002342.17"	"Tmem161a"	chr8	+	70180705	70181049	70180705	70180849	70180935	70181049
1822	"ENSMUSG00000029868.14"	"Trpv6"	chr6	-	41625134	41625571	41625134	41625347	41625424	41625571
1823	"ENSMUSG00000031858.16"	"Mau2"	chr8	-	70022619	70023697	70022619	70022669	70023606	70023697
1824	"ENSMUSG00000031858.16"	"Mau2"	chr8	-	70022619	70023697	70022619	70022669	70023610	70023697
1825	"ENSMUSG00000031858.16"	"Mau2"	chr8	-	70022619	70023697	70022619	70022669	70023613	70023697
1826	"ENSMUSG00000031858.16"	"Mau2"	chr8	-	70028618	70029235	70028618	70028774	70029207	70029235
1827	"ENSMUSG00000031256.11"	"Cstf2"	chrX	+	134069844	134073277	134069844	134069907	134073135	134073277
1828	"ENSMUSG00000031256.11"	"Cstf2"	chrX	+	134069844	134073277	134069844	134069907	134073213	134073277
1829	"ENSMUSG00000005150.16"	"Wdr83"	chr8	-	85076023	85076284	85076023	85076132	85076216	85076284
1830	"ENSMUSG00000005150.16"	"Wdr83"	chr8	-	85079580	85080225	85079580	85079707	85079788	85080225
1831	"ENSMUSG00000005150.16"	"Wdr83"	chr8	-	85079580	85080225	85079580	85079691	85080053	85080225
1832	"ENSMUSG00000005150.16"	"Wdr83"	chr8	-	85079788	85080225	85079788	85079837	85080053	85080225
1833	"ENSMUSG00000005150.16"	"Wdr83"	chr8	-	85079580	85080225	85079580	85079691	85080060	85080225
1834	"ENSMUSG00000005150.16"	"Wdr83"	chr8	-	85079788	85080225	85079788	85079837	85080060	85080225
1835	"ENSMUSG00000005150.16"	"Wdr83"	chr8	-	85079580	85080225	85079580	85079691	85080119	85080225
1836	"ENSMUSG00000005150.16"	"Wdr83"	chr8	-	85079580	85080225	85079580	85079707	85080119	85080225
1837	"ENSMUSG00000005150.16"	"Wdr83"	chr8	-	85079788	85080225	85079788	85079837	85080119	85080225
1838	"ENSMUSG00000031604.10"	"Msmo1"	chr8	-	64722463	64723736	64722463	64722590	64723587	64723736
1839	"ENSMUSG00000031691.14"	"Tnpo2"	chr8	+	85054721	85055253	85054721	85054797	85055178	85055253
1840	"ENSMUSG00000031641.14"	"Cbr4"	chr8	+	61489939	61491678	61489939	61490060	61491544	61491678
1841	"ENSMUSG00000004319.15"	"Clcn3"	chr8	-	60922789	60927418	60922789	60923188	60927231	60927418
1842	"ENSMUSG00000074240.5"	"Cib3"	chr8	-	72205562	72207274	72205562	72205758	72207126	72207274
1843	"ENSMUSG00000001017.15"	"Chtop"	chr3	-	90506107	90507626	90506107	90506261	90507544	90507626
1844	"ENSMUSG00000001017.15"	"Chtop"	chr3	-	90506107	90507626	90506107	90507258	90507544	90507626
1845	"ENSMUSG00000026821.16"	"Ralgds"	chr2	+	28548112	28548505	28548112	28548145	28548383	28548505
1846	"ENSMUSG00000026821.16"	"Ralgds"	chr2	+	28549289	28550563	28549289	28549532	28550448	28550563
1847	"ENSMUSG00000046828.3"	"Mettl21e"	chr1	-	44210163	44211198	44210163	44210281	44211031	44211198
1848	"ENSMUSG00000038102.15"	"Trappc11"	chr8	-	47513282	47513808	47513282	47513428	47513753	47513808
1849	"ENSMUSG00000038102.15"	"Trappc11"	chr8	-	47513282	47513959	47513282	47513808	47513880	47513959
1850	"ENSMUSG00000038173.15"	"Enpp6"	chr8	+	47065371	47066053	47065371	47065513	47065873	47066053
1851	"ENSMUSG00000030329.11"	"Pianp"	chr6	+	125001426	125003096	125001426	125001648	125001962	125003096
1852	"ENSMUSG00000006005.18"	"Tpr"	chr1	+	150440066	150440529	150440066	150440198	150440438	150440529
1853	"ENSMUSG00000006005.18"	"Tpr"	chr1	+	150445867	150446241	150445867	150445963	150446084	150446241
1854	"ENSMUSG00000006005.18"	"Tpr"	chr1	+	150447511	150449238	150447511	150447630	150449142	150449238
1855	"ENSMUSG00000024953.17"	"Prdx5"	chr19	-	6907241	6908116	6907241	6907280	6907981	6908116
1856	"ENSMUSG00000031594.9"	"Fgl1"	chr8	-	41209696	41210506	41209696	41209883	41210426	41210506
1857	"ENSMUSG00000007038.5"	"Neu1"	chr17	+	34932565	34934185	34932565	34932828	34934002	34934185
1858	"ENSMUSG00000031600.11"	"Vps37a"	chr8	+	40540678	40540947	40540678	40540806	40540888	40540947
1859	"ENSMUSG00000018566.14"	"Slc2a4"	chr11	-	69944058	69944888	69944058	69944262	69944786	69944888
1860	"ENSMUSG00000018566.14"	"Slc2a4"	chr11	-	69945837	69946193	69945837	69945953	69946068	69946193
1861	"ENSMUSG00000036862.15"	"Dchs1"	chr7	-	105757265	105757741	105757265	105757396	105757586	105757741
1862	"ENSMUSG00000042436.12"	"Mfap4"	chr11	+	61486909	61487261	61486909	61487006	61487078	61487261
1863	"ENSMUSG00000035458.15"	"Tnni3"	chr7	-	4521815	4522082	4521815	4521902	4522069	4522082
1864	"ENSMUSG00000026791.14"	"Slc2a8"	chr2	-	32974837	32976280	32974837	32974983	32976136	32976280
1865	"ENSMUSG00000026791.14"	"Slc2a8"	chr2	-	32981360	32981883	32981360	32981567	32981720	32981883
1866	"ENSMUSG00000031532.7"	"Saraf"	chr8	+	34167718	34168611	34167718	34167857	34168456	34168611
1867	"ENSMUSG00000002763.16"	"Pex6"	chr17	+	46723673	46724027	46723673	46723735	46723918	46724027
1868	"ENSMUSG00000029071.16"	"Dvl1"	chr4	+	155853636	155854086	155853636	155853758	155853982	155854086
1869	"ENSMUSG00000029071.16"	"Dvl1"	chr4	+	155854565	155854800	155854565	155854659	155854730	155854800
1870	"ENSMUSG00000029071.16"	"Dvl1"	chr4	+	155854565	155855025	155854565	155854800	155854885	155855025
1871	"ENSMUSG00000029071.16"	"Dvl1"	chr4	+	155854565	155855180	155854565	155855025	155855103	155855180
1872	"ENSMUSG00000015363.13"	"Trabd"	chr15	+	89084902	89085446	89084902	89085042	89085273	89085446
1873	"ENSMUSG00000015363.13"	"Trabd"	chr15	+	89085525	89087071	89085525	89085637	89085755	89087071
1874	"ENSMUSG00000031482.9"	"Slc25a15"	chr8	-	22380837	22383344	22380837	22381007	22383206	22383344
1875	"ENSMUSG00000029925.13"	"Tbxas1"	chr6	+	39080938	39083855	39080938	39081076	39083692	39083855
1876	"ENSMUSG00000073725.8"	"Lmbrd1"	chr1	+	24743882	24744358	24743882	24743947	24744255	24744358
1877	"ENSMUSG00000028086.15"	"Fbxw7"	chr3	+	84967439	84969301	84967439	84967563	84969164	84969301
1878	"ENSMUSG00000031878.18"	"Nae1"	chr8	-	104527377	104530116	104527377	104527449	104530055	104530116
1879	"ENSMUSG00000022559.8"	"Fbxl6"	chr15	-	76537916	76538735	76537916	76538075	76538324	76538735
1880	"ENSMUSG00000017386.10"	"Traf4"	chr11	-	78161286	78161622	78161286	78161448	78161517	78161622
1881	"ENSMUSG00000028101.18"	"Pias3"	chr3	+	96699419	96699837	96699419	96699515	96699717	96699837
1882	"ENSMUSG00000028101.18"	"Pias3"	chr3	+	96699419	96699837	96699419	96699653	96699758	96699837
1883	"ENSMUSG00000002831.14"	"Plin4"	chr17	-	56103416	56107374	56103416	56105501	56106095	56107374
1884	"ENSMUSG00000002831.14"	"Plin4"	chr17	-	56103416	56107374	56103416	56105522	56106116	56107374
1885	"ENSMUSG00000037552.17"	"Plekhg2"	chr7	-	28364470	28364632	28364470	28364509	28364584	28364632
1886	"ENSMUSG00000037552.17"	"Plekhg2"	chr7	-	28370237	28371042	28370237	28370494	28370877	28371042
1887	"ENSMUSG00000037552.17"	"Plekhg2"	chr7	-	28370237	28371042	28370237	28370497	28370877	28371042
1888	"ENSMUSG00000031450.8"	"Grk1"	chr8	+	13407800	13409435	13407800	13407928	13409277	13409435
1889	"ENSMUSG00000025484.9"	"Bet1l"	chr7	-	140854764	140855165	140854764	140854801	140855073	140855165
1890	"ENSMUSG00000025484.9"	"Bet1l"	chr7	-	140854764	140855165	140854764	140854821	140855073	140855165
1891	"ENSMUSG00000025484.9"	"Bet1l"	chr7	-	140854764	140855165	140854764	140854937	140855073	140855165
1892	"ENSMUSG00000031511.16"	"Arhgef7"	chr8	+	11781154	11782655	11781154	11781239	11782524	11782655
1893	"ENSMUSG00000039057.11"	"Myo16"	chr8	+	10569411	10570731	10569411	10570270	10570396	10570731
1894	"ENSMUSG00000040459.11"	"Arglu1"	chr8	-	8681383	8683973	8681383	8681467	8683747	8683973
1895	"ENSMUSG00000052631.15"	"Sh2d6"	chr6	-	72519760	72520036	72519760	72519882	72519959	72520036
1896	"ENSMUSG00000002949.15"	"Timm44"	chr8	-	4265225	4266680	4265225	4265276	4266555	4266680
1897	"ENSMUSG00000011832.16"	"Evi5l"	chr8	+	4205571	4205970	4205571	4205727	4205823	4205970
1898	"ENSMUSG00000011832.16"	"Evi5l"	chr8	+	4206055	4206327	4206055	4206151	4206231	4206327
1899	"ENSMUSG00000031494.7"	"Cd209a"	chr8	-	3748672	3748930	3748672	3748759	3748860	3748930
1900	"ENSMUSG00000074491.9"	"Clec4g"	chr8	-	3707063	3708049	3707063	3707824	3707825	3708049
1901	"ENSMUSG00000004565.15"	"Pnpla6"	chr8	+	3523257	3523867	3523257	3523341	3523757	3523867
1902	"ENSMUSG00000015656.17"	"Hspa8"	chr9	+	40801917	40802623	40801917	40802127	40802417	40802623
1903	"ENSMUSG00000015656.17"	"Hspa8"	chr9	+	40802417	40802891	40802417	40802623	40802738	40802891
1904	"ENSMUSG00000015656.17"	"Hspa8"	chr9	+	40802417	40802891	40802417	40802623	40802795	40802891
1905	"ENSMUSG00000032815.16"	"Fanca"	chr8	-	123313020	123313373	123313020	123313116	123313239	123313373
1906	"ENSMUSG00000057897.14"	"Camk2b"	chr11	-	5969671	5971826	5969671	5970131	5970161	5971826
1907	"ENSMUSG00000057897.14"	"Camk2b"	chr11	-	5972631	5972888	5972631	5972726	5972812	5972888
1908	"ENSMUSG00000009246.14"	"Trpm5"	chr7	-	143078291	143079233	143078291	143078466	143079100	143079233
1909	"ENSMUSG00000029647.15"	"Pan3"	chr5	+	147545605	147548496	147545605	147545735	147546364	147548496
1910	"ENSMUSG00000038530.11"	"Rgs4"	chr1	-	169744350	169744736	169744350	169744517	169744674	169744736
1911	"ENSMUSG00000048191.15"	"Muc6"	chr7	-	141636282	141640611	141636282	141639874	141640069	141640611
1912	"ENSMUSG00000025512.15"	"Chid1"	chr7	-	141522608	141527705	141522608	141522701	141527598	141527705
1913	"ENSMUSG00000060240.12"	"Cend1"	chr7	-	141426450	141428003	141426450	141426633	141427015	141428003
1914	"ENSMUSG00000025504.14"	"Eps8l2"	chr7	+	141341892	141342110	141341892	141341974	141342054	141342110
1915	"ENSMUSG00000025504.14"	"Eps8l2"	chr7	+	141357241	141357691	141357241	141357316	141357542	141357691
1916	"ENSMUSG00000038580.13"	"Sct"	chr7	-	141278617	141278934	141278617	141278715	141278832	141278934
1917	"ENSMUSG00000038580.13"	"Sct"	chr7	-	141278617	141278934	141278617	141278722	141278832	141278934
1918	"ENSMUSG00000025498.15"	"Irf7"	chr7	-	141264492	141264783	141264492	141264559	141264724	141264783
1919	"ENSMUSG00000025498.15"	"Irf7"	chr7	-	141264492	141264783	141264492	141264655	141264724	141264783
1920	"ENSMUSG00000038618.12"	"Rassf7"	chr7	+	141217885	141218168	141217885	141218017	141218089	141218168
1921	"ENSMUSG00000109160.1"	"4930598N05Rik"	chr10	+	10234993	10235506	10234993	10235040	10235383	10235506
1922	"ENSMUSG00000026200.13"	"Glb1l"	chr1	-	75208686	75209222	75208686	75208837	75209055	75209222
1923	"ENSMUSG00000056883.5"	"Olfr533"	chr7	+	140465413	140468126	140465413	140465587	140466069	140468126
1924	"ENSMUSG00000056883.5"	"Olfr533"	chr7	+	140465413	140468126	140465413	140465587	140466806	140468126
1925	"ENSMUSG00000025461.11"	"Cd163l1"	chr7	+	140223890	140224637	140223890	140224196	140224319	140224637
1926	"ENSMUSG00000025473.16"	"Adam8"	chr7	-	139984728	139985430	139984728	139984843	139985336	139985430
1927	"ENSMUSG00000025473.16"	"Adam8"	chr7	-	139986302	139986808	139986302	139986468	139986732	139986808
1928	"ENSMUSG00000025473.16"	"Adam8"	chr7	-	139986302	139986808	139986302	139986486	139986732	139986808
1929	"ENSMUSG00000025473.16"	"Adam8"	chr7	-	139987178	139987737	139987178	139987268	139987559	139987737
1930	"ENSMUSG00000073795.11"	"Spef1l"	chr7	-	139978033	139978723	139978033	139978145	139978546	139978723
1931	"ENSMUSG00000066129.15"	"Kndc1"	chr7	+	139923731	139924142	139923731	139923778	139923779	139924142
1932	"ENSMUSG00000055629.5"	"B4galnt4"	chr7	+	141064640	141064907	141064640	141064731	141064806	141064907
1933	"ENSMUSG00000025478.15"	"Dpysl4"	chr7	+	139091861	139093667	139091861	139092026	139093605	139093667
1934	"ENSMUSG00000025478.15"	"Dpysl4"	chr7	+	139093760	139094462	139093760	139093841	139094393	139094462
1935	"ENSMUSG00000097471.8"	"5830432E09Rik"	chr7	-	135651789	135652283	135651789	135651886	135652011	135652283
1936	"ENSMUSG00000037376.14"	"Trmt6"	chr2	-	132808203	132809016	132808203	132808289	132808660	132809016
1937	"ENSMUSG00000002413.15"	"Braf"	chr6	-	39677377	39677641	39677377	39677472	39677571	39677641
1938	"ENSMUSG00000039483.10"	"Asb6"	chr2	-	30824640	30825560	30824640	30824727	30825451	30825560
1939	"ENSMUSG00000027405.16"	"Nop56"	chr2	+	130275662	130276174	130275662	130275824	130275975	130276174
1940	"ENSMUSG00000042105.18"	"Inpp5f"	chr7	+	128688488	128689246	128688488	128688746	128689227	128689246
1941	"ENSMUSG00000030780.15"	"BC017158"	chr7	-	128274632	128276143	128274632	128274703	128276085	128276143
1942	"ENSMUSG00000030780.15"	"BC017158"	chr7	-	128274632	128276143	128274632	128274723	128276085	128276143
1943	"ENSMUSG00000030780.15"	"BC017158"	chr7	-	128276085	128276412	128276085	128276143	128276227	128276412
1944	"ENSMUSG00000030780.15"	"BC017158"	chr7	-	128276227	128276565	128276227	128276412	128276494	128276565
1945	"ENSMUSG00000035031.15"	"C8a"	chr4	-	104815678	104817660	104815678	104815909	104817552	104817660
1946	"ENSMUSG00000030815.11"	"Phkg2"	chr7	+	127577534	127578029	127577534	127577646	127577974	127578029
1947	"ENSMUSG00000030815.11"	"Phkg2"	chr7	+	127577534	127578029	127577534	127577688	127577974	127578029
1948	"ENSMUSG00000030815.11"	"Phkg2"	chr7	+	127577534	127578029	127577534	127577710	127577974	127578029
1949	"ENSMUSG00000031142.17"	"Cacna1f"	chrX	+	7609882	7610342	7609882	7609988	7610202	7610342
1950	"ENSMUSG00000031142.17"	"Cacna1f"	chrX	+	7610810	7611738	7610810	7610963	7611541	7611738
1951	"ENSMUSG00000031142.17"	"Cacna1f"	chrX	+	7613796	7614308	7613796	7613953	7614215	7614308
1952	"ENSMUSG00000031142.17"	"Cacna1f"	chrX	+	7613796	7614308	7613796	7613987	7614215	7614308
1953	"ENSMUSG00000031142.17"	"Cacna1f"	chrX	+	7620042	7620486	7620042	7620208	7620356	7620486
1954	"ENSMUSG00000042502.10"	"Cd2bp2"	chr7	-	127195022	127195461	127195022	127195158	127195360	127195461
1955	"ENSMUSG00000040165.14"	"Cd209c"	chr8	-	3945676	3946053	3945676	3945763	3945871	3946053
1956	"ENSMUSG00000030677.8"	"Kif22"	chr7	-	127032881	127033392	127032881	127033035	127033161	127033392
1957	"ENSMUSG00000022587.14"	"Ly6e"	chr15	+	74957776	74958388	74957776	74957877	74958268	74958388
1958	"ENSMUSG00000022587.14"	"Ly6e"	chr15	+	74958268	74959331	74958268	74958388	74958492	74959331
1959	"ENSMUSG00000030689.15"	"Ino80e"	chr7	-	126857225	126857787	126857225	126857291	126857675	126857787
1960	"ENSMUSG00000030689.15"	"Ino80e"	chr7	-	126857225	126857787	126857225	126857342	126857675	126857787
1961	"ENSMUSG00000030703.8"	"Gdpd3"	chr7	+	126770987	126771213	126770987	126771047	126771161	126771213
1962	"ENSMUSG00000029482.4"	"Aacs"	chr5	+	125511639	125511968	125511639	125511704	125511845	125511968
1963	"ENSMUSG00000028464.16"	"Tpm2"	chr4	-	43518401	43519078	43518401	43518464	43519002	43519078
1964	"ENSMUSG00000041679.9"	"Lrrc29"	chr8	-	105313044	105313564	105313044	105313262	105313420	105313564
1965	"ENSMUSG00000029165.17"	"Agbl5"	chr5	+	30893900	30894510	30893900	30894070	30894374	30894510
1966	"ENSMUSG00000030727.12"	"Rabep2"	chr7	+	126444522	126444936	126444522	126444578	126444819	126444936
1967	"ENSMUSG00000030741.15"	"Spns1"	chr7	-	126373769	126375203	126373769	126373836	126375066	126375203
1968	"ENSMUSG00000029103.16"	"Lrpap1"	chr5	-	35097530	35098273	35097530	35097689	35098152	35098273
1969	"ENSMUSG00000030763.7"	"Lcmt1"	chr7	+	123421537	123422798	123421537	123421639	123422706	123422798
1970	"ENSMUSG00000030871.11"	"Ears2"	chr7	-	122044301	122044666	122044301	122044432	122044512	122044666
1971	"ENSMUSG00000030871.11"	"Ears2"	chr7	-	122046623	122048574	122046623	122046732	122048101	122048574
1972	"ENSMUSG00000063230.5"	"Olfr535"	chr7	+	140492469	140497104	140492469	140494717	140496766	140497104
1973	"ENSMUSG00000015968.18"	"Cacna1d"	chr14	-	30128771	30129848	30128771	30128798	30129788	30129848
1974	"ENSMUSG00000005142.10"	"Man2b1"	chr8	+	85085354	85086943	85085354	85085548	85086810	85086943
1975	"ENSMUSG00000068882.13"	"Ssb"	chr2	+	69867271	69867552	69867271	69867379	69867451	69867552
1976	"ENSMUSG00000025138.14"	"Sirt7"	chr11	-	120618371	120620269	120618371	120619049	120620162	120620269
1977	"ENSMUSG00000025138.14"	"Sirt7"	chr11	-	120620423	120620883	120620423	120620504	120620646	120620883
1978	"ENSMUSG00000025138.14"	"Sirt7"	chr11	-	120620423	120621055	120620423	120620883	120620956	120621055
1979	"ENSMUSG00000003184.15"	"Irf3"	chr7	+	45000371	45001022	45000371	45000546	45000644	45001022
1980	"ENSMUSG00000002948.19"	"Map2k7"	chr8	+	4245694	4247897	4245694	4245825	4247656	4247897
1981	"ENSMUSG00000027981.14"	"Rnpc3"	chr3	-	113605066	113608411	113605066	113607299	113608339	113608411
1982	"ENSMUSG00000090862.3"	"Rps13"	chr7	-	116332928	116333774	116332928	116333098	116333695	116333774
1983	"ENSMUSG00000030751.18"	"Psma1"	chr7	-	114274025	114274460	114274025	114274127	114274415	114274460
1984	"ENSMUSG00000020654.15"	"Adcy3"	chr12	+	4210771	4211605	4210771	4210891	4211481	4211605
1985	"ENSMUSG00000028071.12"	"Sh2d2a"	chr3	+	87847636	87848539	87847636	87847791	87848357	87848539
1986	"ENSMUSG00000046364.14"	"Rpl27a"	chr7	+	109519584	109519993	109519584	109519648	109519917	109519993
1987	"ENSMUSG00000070425.13"	"Xntrpc"	chr7	+	102082040	102083018	102082040	102082146	102082972	102083018
1988	"ENSMUSG00000070425.13"	"Xntrpc"	chr7	+	102082040	102083018	102082040	102082441	102082972	102083018
1989	"ENSMUSG00000068284.14"	"Usf3"	chr16	+	44198903	44199167	44198903	44199021	44199112	44199167
1990	"ENSMUSG00000068284.14"	"Usf3"	chr16	+	44198903	44199167	44198903	44199021	44199118	44199167
1991	"ENSMUSG00000043855.7"	"Olfr479"	chr7	+	108054419	108056783	108054419	108054492	108054838	108056783
1992	"ENSMUSG00000095910.2"	"Olfr469"	chr7	-	107820565	107823501	107820565	107821642	107823007	107823501
1993	"ENSMUSG00000031787.8"	"Katnb1"	chr8	+	95095888	95096406	95095888	95096019	95096355	95096406
1994	"ENSMUSG00000031787.8"	"Katnb1"	chr8	+	95097954	95098180	95097954	95098031	95098105	95098180
1995	"ENSMUSG00000030037.9"	"Mrpl53"	chr6	+	83109313	83109939	83109313	83109426	83109521	83109939
1996	"ENSMUSG00000045013.7"	"Olfr711"	chr7	-	106969693	106974158	106969693	106972400	106974089	106974158
